correctionsNb,cancelled,onBehalf,jointProcurement,fraAgreement,accelerated,outOfDirectives,subContracted,gpa,multipleCae,typeOfContract,topType,renewal,contractDuration,publicityDuration,tenderNumber,AgentNumber,Score
0.0,0.0,N,,Y,,0.0,,,,W,OPE,Y,,41.0,1.0,303,1
0.0,0.0,N,,N,,0.0,,,,W,OPE,N,,45.0,2.0,303,1
0.0,0.0,N,,N,,0.0,,,,W,OPE,N,,45.0,4.0,303,1
0.0,0.0,N,,N,,0.0,,,,W,OPE,N,,45.0,1.0,303,1
0.0,0.0,N,,N,,0.0,,,,W,OPE,N,,45.0,1.0,303,1
0.0,0.0,N,,N,,0.0,,,,W,OPE,N,,45.0,2.0,303,1
0.0,0.0,N,,N,,0.0,,,,W,OPE,N,,45.0,2.0,303,1
0.0,0.0,Y,,Y,,0.0,,Y,,W,OPE,Y,,70.0,6.0,303,1
0.0,0.0,Y,,Y,,0.0,,Y,,W,OPE,Y,,70.0,8.0,303,1
0.0,0.0,Y,,Y,,0.0,,Y,,W,OPE,Y,,70.0,12.0,303,1
0.0,0.0,Y,,Y,,0.0,,Y,,W,OPE,Y,,70.0,9.0,303,1
0.0,0.0,Y,,Y,,0.0,,Y,,W,OPE,Y,,70.0,6.0,303,1
0.0,0.0,Y,,Y,,0.0,,Y,,W,OPE,Y,,70.0,8.0,303,1
0.0,0.0,Y,,Y,,0.0,,Y,,W,OPE,Y,,70.0,3.0,303,1
0.0,0.0,N,,N,,1.0,Y,N,,W,AWP,,,,4.0,303,1
0.0,0.0,,,N,,0.0,,,,W,OPE,Y,12.0,42.0,,303,1
0.0,0.0,N,,Y,,0.0,N,Y,,W,OPE,,,,,303,1
0.0,0.0,,,N,,0.0,,Y,,W,OPE,Y,,43.0,,303,1
0.0,0.0,N,,N,,1.0,Y,N,,W,AWP,,,,4.0,303,1
0.0,0.0,N,,N,,0.0,,Y,,W,OPE,Y,,42.0,5.0,303,1
0.0,0.0,N,,N,,0.0,Y,,,W,OPE,Y,,46.0,3.0,303,1
0.0,0.0,N,,N,,0.0,,,,W,OPE,,,,,303,1
0.0,0.0,,,N,,0.0,,,,W,OPE,Y,,84.0,8.0,304,0
0.0,0.0,,,N,,0.0,,,,W,OPE,,,27.0,3.0,304,0
0.0,0.0,N,,N,,0.0,N,Y,,W,NIC,,321.0,33.0,2.0,304,0
0.0,0.0,,,N,,0.0,,Y,,W,OPE,,,42.0,5.0,304,0
0.0,0.0,N,,N,,0.0,N,Y,,W,OPE,,,,3.0,304,0
0.0,0.0,,,N,,0.0,,,,S,OPE,Y,48.0,41.0,1.0,305,0
0.0,0.0,N,,N,,0.0,,Y,,U,OPE,Y,,44.0,,306,0
0.0,0.0,N,,N,,0.0,,Y,,W,OPE,N,,52.0,5.0,306,0
0.0,0.0,,,N,,0.0,,,,W,RES,,,,,306,0
0.0,0.0,,,N,,0.0,,,,W,RES,,,,,306,0
0.0,0.0,N,,N,,0.0,N,N,,W,OPE,,,,5.0,307,0
0.0,0.0,N,,N,,0.0,N,N,,W,OPE,,,,5.0,307,0
0.0,0.0,N,,Y,,0.0,Y,N,,W,OPE,Y,12.0,56.0,9.0,307,0
0.0,0.0,N,,Y,,0.0,,N,,W,OPE,Y,12.0,56.0,7.0,307,0
0.0,0.0,N,,Y,,0.0,N,Y,,W,OPE,,,,4.0,307,0
0.0,0.0,N,,Y,,0.0,N,Y,,W,OPE,,,,6.0,307,0
0.0,0.0,N,,Y,,0.0,N,Y,,W,OPE,,,,7.0,307,0
0.0,0.0,N,,Y,,0.0,N,Y,,W,OPE,,,,7.0,307,0
0.0,0.0,N,,Y,,0.0,N,Y,,W,OPE,,,,7.0,307,0
0.0,0.0,N,,Y,,0.0,N,Y,,W,OPE,,,,7.0,307,0
0.0,0.0,N,,Y,,0.0,N,Y,,W,OPE,,,,3.0,307,0
0.0,0.0,N,,Y,,0.0,N,Y,,W,OPE,,,,11.0,307,0
0.0,0.0,N,,Y,,0.0,N,Y,,W,OPE,,,,6.0,307,0
0.0,0.0,N,,Y,,0.0,Y,Y,,W,OPE,,,,6.0,307,0
0.0,0.0,N,,Y,,0.0,N,Y,,W,OPE,,,,6.0,307,0
0.0,0.0,N,,Y,,0.0,N,Y,,W,OPE,,,,9.0,307,0
0.0,0.0,N,,Y,,0.0,N,Y,,W,OPE,,,,6.0,307,0
0.0,0.0,N,,N,,0.0,,,,W,OPE,,,,,307,0
0.0,0.0,N,,N,,0.0,,,,W,RES,,,,,308,1
0.0,0.0,N,,N,,0.0,,N,,W,RES,,,,,308,1
0.0,0.0,,,N,,0.0,,,,W,RES,,,,,308,1
0.0,0.0,,,N,,0.0,,,,W,RES,,,,,308,1
0.0,0.0,,,N,,0.0,,,,W,RES,,,,,308,1
0.0,0.0,,,N,,0.0,,,,W,RES,,,,,308,1
0.0,0.0,,,N,,0.0,,,,U,RES,,,,,308,1
0.0,0.0,,,N,,0.0,,,,S,OPE,,,,,308,1
0.0,0.0,N,,N,,0.0,,,,W,OPE,,12.0,54.0,,308,1
0.0,0.0,N,,N,,0.0,,N,,W,OPE,,,,,308,1
0.0,0.0,N,,N,,0.0,,N,,W,OPE,,,,,308,1
0.0,0.0,N,,N,,0.0,,N,,W,OPE,,,,,308,1
0.0,0.0,N,,N,,0.0,,,,W,OPE,N,12.0,54.0,,308,1
0.0,0.0,N,,N,,0.0,,,,W,OPE,N,12.0,54.0,,308,1
0.0,0.0,N,,N,,0.0,,,,W,OPE,N,12.0,54.0,,308,1
0.0,0.0,N,,N,,0.0,,,,W,OPE,N,12.0,54.0,,308,1
0.0,0.0,N,,N,,0.0,,,,W,OPE,N,12.0,54.0,,308,1
0.0,0.0,N,,N,,0.0,,,,W,OPE,N,12.0,54.0,,308,1
0.0,0.0,N,,N,,0.0,,,,W,OPE,N,12.0,54.0,,308,1
0.0,0.0,N,,N,,0.0,,,,W,OPE,N,12.0,54.0,,308,1
0.0,0.0,N,,N,,0.0,,,,W,OPE,N,12.0,54.0,,308,1
0.0,0.0,N,,N,,0.0,,,,W,OPE,N,12.0,54.0,,308,1
0.0,0.0,N,,N,,0.0,,,,W,OPE,N,12.0,54.0,,308,1
0.0,0.0,N,,N,,0.0,,,,W,OPE,N,12.0,54.0,,308,1
0.0,0.0,,,N,,0.0,,,,W,OPE,,,,,308,1
0.0,0.0,N,,N,,0.0,,,,W,OPE,,,,,308,1
0.0,0.0,N,,N,,0.0,,,,W,OPE,,,,,308,1
0.0,0.0,N,,N,,0.0,,,,W,OPE,,,,,308,1
0.0,0.0,N,,N,,0.0,,,,W,OPE,,,,,308,1
0.0,0.0,N,,N,,0.0,,,,W,OPE,,,,,308,1
0.0,0.0,N,,N,,0.0,,Y,,U,OPE,Y,,44.0,,308,1
0.0,0.0,N,,N,,0.0,,,,W,OPE,,,42.0,,308,1
0.0,0.0,,,N,,0.0,,,,W,OPE,,48.0,54.0,2.0,308,1
0.0,0.0,,,N,,0.0,,,,W,OPE,,48.0,54.0,3.0,308,1
0.0,0.0,,,N,,0.0,Y,,,W,OPE,Y,48.0,46.0,,308,1
0.0,0.0,,,N,,0.0,,,,W,OPE,Y,12.0,59.0,,308,1
0.0,0.0,N,,N,,0.0,,,,W,OPE,,,42.0,,308,1
0.0,0.0,N,,N,,0.0,,Y,,W,OPE,Y,,50.0,5.0,308,1
0.0,0.0,,,N,,0.0,,,,W,OPE,,,63.0,10.0,308,1
0.0,0.0,N,,Y,,0.0,N,Y,,W,OPE,Y,12.0,54.0,4.0,308,1
0.0,0.0,N,,Y,,0.0,,Y,,W,OPE,Y,12.0,71.0,3.0,308,1
0.0,0.0,N,,N,,0.0,,,,W,OPE,Y,48.0,70.0,4.0,308,1
0.0,0.0,,,N,,0.0,,,,W,OPE,Y,,43.0,,308,1
0.0,0.0,,,N,,0.0,,,,W,OPE,Y,,43.0,,308,1
0.0,0.0,N,,N,,0.0,,Y,,S,OPE,N,48.03,49.0,5.0,308,1
0.0,0.0,N,,N,,0.0,,Y,,S,OPE,N,48.03,49.0,5.0,308,1
0.0,0.0,N,,N,,0.0,Y,Y,,W,OPE,,,47.0,8.0,308,1
0.0,0.0,N,,N,,0.0,,,,W,OPE,Y,48.0,70.0,14.0,308,1
0.0,0.0,N,,N,,0.0,N,N,,W,OPE,,,,5.0,308,1
0.0,0.0,,,N,,0.0,,,,W,OPE,,,,5.0,308,1
0.0,0.0,N,,N,,0.0,,,,W,NIC,Y,14.0,31.0,2.0,308,1
0.0,0.0,N,,Y,,0.0,N,Y,,W,OPE,,,,,308,1
0.0,0.0,,,N,,0.0,,Y,,W,OPE,Y,,43.0,,308,1
0.0,0.0,N,,N,,1.0,Y,N,,W,AWP,,,,4.0,308,1
0.0,0.0,N,,N,,0.0,,Y,,W,OPE,Y,,42.0,5.0,308,1
0.0,0.0,N,,N,,0.0,Y,,,W,OPE,Y,,46.0,3.0,308,1
0.0,0.0,N,,N,,0.0,,,,W,OPE,N,,45.0,1.0,308,1
0.0,0.0,N,,N,,0.0,,,,W,OPE,N,,45.0,1.0,308,1
0.0,0.0,N,,N,,0.0,,,,W,OPE,,48.0,49.0,,309,0
0.0,0.0,N,,N,,0.0,,,,W,OPE,,48.0,49.0,,309,0
0.0,0.0,N,,N,,0.0,,,,W,OPE,,48.0,49.0,,309,0
0.0,0.0,N,,N,,0.0,,,,W,OPE,,48.0,49.0,,309,0
1.0,0.0,N,,N,,0.0,Y,,,W,OPE,Y,15.0,42.0,4.0,309,0
1.0,0.0,N,,N,,0.0,Y,,,W,OPE,Y,15.0,42.0,8.0,309,0
1.0,0.0,N,,N,,0.0,Y,,,W,OPE,Y,15.0,42.0,4.0,309,0
1.0,0.0,N,,N,,0.0,Y,,,W,OPE,Y,15.0,42.0,3.0,309,0
1.0,0.0,N,,N,,0.0,Y,,,W,OPE,Y,15.0,42.0,2.0,309,0
1.0,0.0,N,,N,,0.0,Y,,,W,OPE,Y,15.0,42.0,5.0,309,0
0.0,0.0,N,,N,,0.0,,Y,,W,OPE,Y,,42.0,4.0,309,0
0.0,0.0,N,,Y,,0.0,N,Y,,W,OPE,,48.0,42.0,10.0,309,0
0.0,0.0,Y,,N,,0.0,,Y,,W,OPE,Y,32.07,42.0,4.0,309,0
0.0,0.0,N,,Y,,0.0,Y,Y,,W,OPE,,48.0,53.0,12.0,309,0
0.0,0.0,,,N,,0.0,,,,W,OPE,,19.0,49.0,2.0,310,0
0.0,0.0,,,N,,0.0,,,,W,NIC,,32.0,32.0,5.0,310,0
0.0,0.0,,,N,,0.0,,Y,,W,RES,,18.0,36.0,5.0,310,0
0.0,0.0,N,,N,,0.0,,,,W,OPE,Y,,52.0,,311,0
0.0,0.0,,,N,,0.0,,,,W,OPE,Y,,43.0,,311,0
0.0,0.0,,,N,,0.0,,,,W,OPE,Y,,43.0,,311,0
0.0,0.0,,,N,,0.0,,,,W,OPE,Y,,43.0,,311,0
0.0,0.0,,,N,,0.0,,,,W,OPE,Y,,43.0,,311,0
0.0,0.0,,,N,,0.0,,,,W,OPE,Y,,43.0,,311,0
0.0,0.0,,,N,,0.0,,,,W,OPE,Y,,43.0,,311,0
0.0,0.0,,,N,,0.0,,,,W,OPE,Y,,43.0,,311,0
0.0,0.0,,,N,,0.0,,,,W,OPE,Y,,43.0,,311,0
0.0,0.0,,,N,,0.0,,,,W,OPE,Y,,43.0,,311,0
0.0,0.0,,,N,,0.0,,,,W,OPE,Y,,43.0,,311,0
0.0,0.0,,,N,,0.0,,,,W,OPE,Y,,42.0,3.0,311,0
0.0,0.0,,,N,,0.0,,,,W,OPE,Y,,42.0,4.0,311,0
0.0,0.0,,,N,,0.0,,,,W,OPE,Y,,42.0,3.0,311,0
0.0,0.0,,,N,,0.0,,,,W,OPE,Y,,42.0,2.0,311,0
0.0,0.0,N,,N,,1.0,N,N,,W,AWP,,,,3.0,311,0
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,46.0,311,0
0.0,0.0,,,N,,0.0,,,,W,OPE,Y,12.0,41.0,,311,0
0.0,0.0,N,,N,,0.0,,,,W,OPE,N,12.0,54.0,,311,0
0.0,0.0,N,,N,,0.0,,,,W,OPE,N,12.0,54.0,,311,0
0.0,0.0,N,,N,,0.0,,Y,,S,OPE,N,48.03,49.0,5.0,311,0
0.0,0.0,N,,N,,0.0,,Y,,S,OPE,N,48.03,49.0,5.0,311,0
0.0,0.0,N,,Y,,0.0,,Y,,W,OPE,,,14.0,3.0,311,0
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,46.0,311,0
0.0,0.0,N,,Y,,0.0,,Y,,W,OPE,Y,48.0,42.0,,311,0
0.0,0.0,N,,Y,,0.0,,Y,,W,OPE,,,,12.0,312,0
0.0,0.0,N,,N,,0.0,,N,,W,OPE,N,,45.0,8.0,313,1
0.0,0.0,N,,N,,0.0,,N,,W,OPE,N,,45.0,3.0,313,1
0.0,0.0,N,,N,,0.0,,N,,W,OPE,N,,45.0,9.0,313,1
0.0,0.0,N,,N,,0.0,,N,,W,OPE,N,,45.0,6.0,313,1
0.0,0.0,N,,N,,0.0,,N,,W,OPE,N,,45.0,1.0,313,1
0.0,0.0,N,,N,,0.0,,N,,W,OPE,N,,45.0,1.0,313,1
0.0,0.0,N,,N,,0.0,,N,,W,OPE,N,,45.0,6.0,313,1
0.0,0.0,N,,N,,0.0,,N,,W,OPE,N,,45.0,3.0,313,1
0.0,0.0,N,,Y,,0.0,,Y,,W,OPE,Y,12.0,71.0,3.0,313,1
0.0,0.0,N,,Y,,0.0,,Y,,W,OPE,Y,12.0,71.0,5.0,313,1
0.0,0.0,N,,N,,0.0,,Y,,W,OPE,N,52.0,53.0,4.0,313,1
0.0,0.0,N,,N,,0.0,Y,Y,,W,NOC,,,,1.0,313,1
0.0,0.0,,,N,,0.0,,,,W,OPE,Y,12.0,41.0,,313,1
0.0,0.0,N,,N,,1.0,N,N,,W,AWP,,,,3.0,313,1
0.0,0.0,N,,N,,0.0,,,,W,OPE,Y,48.0,70.0,6.0,313,1
0.0,0.0,N,,N,,0.0,,,,W,OPE,Y,48.0,70.0,7.0,313,1
0.0,0.0,N,,N,,0.0,,,,W,OPE,,,,1.0,313,1
0.0,0.0,N,,Y,,0.0,Y,Y,,W,OPE,,48.0,53.0,12.0,314,0
0.0,0.0,N,,N,,0.0,Y,Y,,W,OPE,,,47.0,7.0,314,0
0.0,0.0,N,,N,,0.0,Y,Y,,W,OPE,,,47.0,4.0,314,0
0.0,0.0,N,,N,,0.0,Y,Y,,W,OPE,,,47.0,6.0,314,0
0.0,0.0,N,,N,,0.0,Y,Y,,W,OPE,,,47.0,6.0,314,0
0.0,0.0,N,,N,,0.0,Y,Y,,W,OPE,,,47.0,4.0,314,0
0.0,0.0,N,,N,,0.0,Y,Y,,W,OPE,,,47.0,8.0,314,0
0.0,0.0,N,,N,,0.0,Y,Y,,W,OPE,,,47.0,6.0,314,0
0.0,0.0,N,,N,,0.0,Y,Y,,W,OPE,,,47.0,11.0,314,0
0.0,0.0,N,,N,,0.0,Y,Y,,W,OPE,,,47.0,5.0,314,0
0.0,0.0,N,,N,,0.0,Y,Y,,W,OPE,,,47.0,7.0,314,0
0.0,0.0,N,,N,,0.0,,Y,,W,OPE,,,47.0,2.0,314,0
0.0,0.0,N,,N,,0.0,Y,Y,,W,NIC,,,31.0,1.0,314,0
0.0,0.0,Y,,N,,0.0,,Y,,W,OPE,Y,32.07,42.0,4.0,314,0
0.0,0.0,N,,N,,0.0,,,,W,OPE,,48.0,49.0,,314,0
0.0,0.0,N,,N,,0.0,Y,Y,,W,OPE,N,,49.0,4.0,314,0
0.0,0.0,,,N,,0.0,,,,W,OPE,Y,12.0,59.0,,314,0
0.0,0.0,,,Y,,0.0,,Y,,W,OPE,,,,2.0,314,0
0.0,0.0,N,,N,,0.0,,,,W,OPE,N,12.0,54.0,,314,0
0.0,0.0,N,,N,,0.0,,,,W,OPE,N,,42.0,9.0,314,0
0.0,0.0,N,,N,,1.0,Y,N,,W,AWP,,,,5.0,315,1
0.0,0.0,N,,N,,1.0,Y,N,,W,AWP,,,,5.0,315,1
0.0,0.0,N,,N,,1.0,Y,N,,W,AWP,,,,5.0,315,1
0.0,0.0,N,,N,,1.0,Y,N,,W,AWP,,,,5.0,315,1
0.0,0.0,N,,N,,1.0,Y,N,,W,AWP,,,,4.0,315,1
0.0,0.0,N,,N,,0.0,N,N,,W,OPE,,,,4.0,315,1
0.0,0.0,N,,N,,1.0,Y,N,,W,AWP,,,,7.0,315,1
0.0,0.0,N,,N,,1.0,Y,N,,W,AWP,,,,7.0,315,1
0.0,0.0,N,,N,,1.0,Y,N,,W,AWP,,,,7.0,315,1
0.0,0.0,N,,N,,1.0,Y,N,,W,AWP,,,,5.0,315,1
0.0,0.0,N,,N,,0.0,Y,,,W,OPE,,,,6.0,315,1
0.0,0.0,N,,N,,0.0,Y,,,W,OPE,,,,4.0,315,1
0.0,0.0,N,,N,,0.0,Y,,,W,OPE,,,,11.0,315,1
0.0,0.0,N,,N,,0.0,Y,,,W,OPE,,,45.0,5.0,315,1
0.0,0.0,N,,N,,0.0,Y,,,W,OPE,,,45.0,3.0,315,1
0.0,0.0,N,,N,,0.0,Y,,,W,OPE,,,45.0,13.0,315,1
0.0,0.0,,,N,,1.0,Y,N,,W,AWP,,,,5.0,315,1
0.0,0.0,,,N,,1.0,Y,N,,W,AWP,,,,5.0,315,1
0.0,0.0,N,,N,,1.0,Y,N,,W,AWP,,,,3.0,315,1
0.0,0.0,N,,N,,1.0,Y,N,,W,AWP,,,,3.0,315,1
0.0,0.0,N,,N,,1.0,Y,N,,W,AWP,,,,2.0,315,1
0.0,0.0,N,,N,,1.0,Y,N,,W,AWP,,,,2.0,315,1
0.0,0.0,N,,N,,1.0,Y,N,,W,AWP,,,,1.0,315,1
0.0,0.0,N,,N,,1.0,Y,N,,W,AWP,,,,1.0,315,1
0.0,0.0,N,,N,,1.0,Y,N,,W,AWP,,,,5.0,315,1
0.0,0.0,N,,N,,1.0,Y,N,,W,AWP,,,,8.0,315,1
0.0,0.0,N,,N,,1.0,Y,N,,W,AWP,,,,8.0,315,1
0.0,0.0,N,,N,,1.0,Y,N,,W,AWP,,,,8.0,315,1
0.0,0.0,N,,N,,1.0,Y,N,,W,AWP,,,,8.0,315,1
0.0,0.0,N,,N,,1.0,Y,N,,W,AWP,,,,8.0,315,1
0.0,0.0,N,,N,,0.0,Y,,,W,OPE,Y,,46.0,2.0,315,1
0.0,0.0,N,,N,,0.0,Y,,,W,OPE,Y,,46.0,7.0,315,1
0.0,0.0,N,,N,,0.0,Y,,,W,OPE,Y,,46.0,3.0,315,1
0.0,0.0,N,,N,,0.0,Y,,,W,OPE,Y,,46.0,12.0,315,1
0.0,0.0,N,,N,,1.0,Y,N,,W,AWP,,,,8.0,315,1
0.0,0.0,N,,N,,1.0,Y,N,,W,AWP,,,,3.0,315,1
0.0,0.0,N,,N,,1.0,Y,N,,W,AWP,,,,9.0,315,1
0.0,0.0,Y,,Y,,0.0,,Y,,W,OPE,Y,,42.0,13.0,315,1
0.0,0.0,N,,N,,0.0,,,,W,OPE,N,,42.0,4.0,315,1
0.0,0.0,,,N,,0.0,,,,W,OPE,,,50.0,6.0,315,1
0.0,0.0,,,N,,0.0,,N,,W,OPE,,,,,315,1
0.0,0.0,,,Y,,0.0,N,Y,,W,OPE,,,45.0,4.0,315,1
0.0,0.0,,,Y,,0.0,N,Y,,W,OPE,,,45.0,3.0,315,1
0.0,0.0,N,,N,,0.0,,N,,W,OPE,N,,38.0,,315,1
1.0,0.0,,,N,,0.0,N,,,W,OPE,,,,4.0,315,1
0.0,0.0,,,N,,0.0,,Y,,W,OPE,,,41.0,2.0,315,1
0.0,0.0,N,,N,,0.0,,,,W,OPE,,,41.0,6.0,315,1
0.0,0.0,N,,N,,0.0,,,,W,OPE,,,41.0,8.0,315,1
0.0,0.0,N,,N,,0.0,Y,,,W,AWP,,,,2.0,315,1
0.0,0.0,N,,N,,0.0,,Y,,W,OPE,N,13.0,41.0,5.0,315,1
0.0,0.0,N,,Y,,0.0,N,Y,,W,OPE,,,,,315,1
0.0,0.0,,,N,,0.0,,Y,,W,OPE,Y,,43.0,,315,1
0.0,0.0,N,,N,,1.0,Y,N,,W,AWP,,,,4.0,315,1
0.0,0.0,N,,N,,0.0,,Y,,W,OPE,Y,,42.0,5.0,315,1
0.0,0.0,N,,N,,0.0,,,,W,OPE,,,,,315,1
0.0,0.0,N,,N,,0.0,,,,W,OPE,N,,45.0,1.0,315,1
0.0,0.0,N,,N,,0.0,,,,W,OPE,N,,45.0,1.0,315,1
0.0,0.0,,,N,,0.0,,,,W,OPE,,,,6.0,315,1
0.0,0.0,Y,,N,,0.0,,Y,,W,OPE,Y,32.07,42.0,4.0,316,0
0.0,0.0,Y,,N,,0.0,,Y,,W,OPE,Y,32.07,42.0,7.0,316,0
0.0,0.0,Y,,N,,0.0,,Y,,W,OPE,Y,32.07,42.0,1.0,316,0
0.0,0.0,N,,N,,0.0,,,,W,OPE,,48.0,49.0,,316,0
0.0,0.0,N,,Y,,0.0,Y,Y,,W,OPE,,48.0,53.0,12.0,316,0
0.0,0.0,N,,N,,0.0,,,,S,OPE,Y,12.0,42.0,2.0,317,0
0.0,0.0,N,,N,,0.0,,,,S,OPE,Y,12.0,42.0,2.0,317,0
0.0,0.0,Y,,N,,0.0,,Y,,W,OPE,Y,12.0,42.0,,318,0
0.0,0.0,Y,,N,,0.0,,Y,,W,OPE,Y,12.0,42.0,,318,0
0.0,0.0,,,N,,0.0,,,,W,OPE,Y,12.0,59.0,,318,0
0.0,0.0,,,N,,0.0,,,,W,OPE,Y,12.0,59.0,,318,0
0.0,0.0,,,N,,0.0,,,,W,OPE,Y,12.0,59.0,,318,0
0.0,0.0,,,N,,0.0,,,,W,OPE,Y,12.0,59.0,,318,0
0.0,0.0,,,N,,0.0,,,,W,OPE,Y,12.0,59.0,,318,0
0.0,0.0,,,N,,0.0,,,,W,OPE,Y,12.0,59.0,,318,0
0.0,0.0,N,,N,,0.0,Y,Y,,W,OPE,N,,49.0,4.0,318,0
0.0,0.0,N,,N,,0.0,Y,Y,,W,OPE,,,47.0,7.0,318,0
0.0,0.0,,,Y,,0.0,,Y,,W,OPE,Y,48.0,63.0,5.0,318,0
0.0,0.0,N,,N,,0.0,,,,W,OPE,,,42.0,,318,0
0.0,0.0,N,,N,,0.0,,,,W,OPE,N,12.0,54.0,,318,0
0.0,0.0,,,N,,0.0,,,,W,OPE,,48.0,54.0,2.0,318,0
0.0,0.0,,,N,,0.0,,,,W,OPE,,48.0,54.0,3.0,318,0
0.0,0.0,,,N,,0.0,Y,,,W,OPE,Y,48.0,46.0,,318,0
0.0,0.0,N,,N,,0.0,Y,Y,,W,OPE,N,,49.0,4.0,319,0
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,46.0,319,0
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,46.0,319,0
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,46.0,319,0
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,46.0,319,0
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,46.0,319,0
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,46.0,319,0
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,46.0,319,0
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,46.0,319,0
0.0,0.0,N,N,N,,0.0,N,Y,N,S,OPE,,,,8.0,319,0
0.0,0.0,N,N,N,,0.0,N,Y,N,S,OPE,,,,8.0,319,0
0.0,0.0,N,N,N,,0.0,N,Y,N,S,OPE,,,,8.0,319,0
0.0,0.0,N,,N,,0.0,Y,Y,,W,OPE,,,47.0,7.0,319,0
0.0,0.0,,,N,,0.0,,,,W,OPE,Y,12.0,59.0,,319,0
0.0,0.0,,,N,,0.0,,,,W,OPE,Y,,43.0,,319,0
0.0,0.0,N,,Y,,0.0,,Y,,W,OPE,,,14.0,3.0,319,0
0.0,0.0,,,N,,0.0,,,,W,OPE,Y,,43.0,,319,0
0.0,0.0,N,,N,,0.0,,Y,,W,OPE,Y,,42.0,5.0,319,0
0.0,0.0,N,,N,,0.0,,Y,,S,OPE,N,48.03,49.0,5.0,320,0
0.0,0.0,N,,N,,0.0,,Y,,S,OPE,N,48.03,49.0,5.0,320,0
0.0,0.0,N,,N,,0.0,,,,W,OPE,N,12.0,54.0,,320,0
0.0,0.0,N,,N,,0.0,,,,W,OPE,N,12.0,54.0,,320,0
0.0,0.0,,,N,,0.0,,,,W,OPE,Y,,43.0,,320,0
0.0,0.0,,,N,,0.0,,,,W,OPE,Y,,43.0,,320,0
0.0,0.0,N,,N,,0.0,,,,W,OPE,Y,48.0,70.0,6.0,321,1
0.0,0.0,N,,N,,0.0,,,,W,OPE,Y,48.0,70.0,6.0,321,1
0.0,0.0,N,,N,,0.0,,,,W,OPE,Y,48.0,70.0,4.0,321,1
0.0,0.0,N,,N,,0.0,,,,W,OPE,Y,48.0,70.0,6.0,321,1
0.0,0.0,N,,N,,0.0,,,,W,OPE,Y,48.0,70.0,7.0,321,1
0.0,0.0,N,,N,,0.0,,,,W,OPE,Y,48.0,70.0,5.0,321,1
0.0,0.0,N,,N,,0.0,,,,W,OPE,Y,48.0,70.0,7.0,321,1
0.0,0.0,N,,N,,0.0,,,,W,OPE,Y,48.0,70.0,6.0,321,1
0.0,0.0,N,,N,,0.0,,,,W,OPE,Y,48.0,70.0,14.0,321,1
0.0,0.0,N,,N,,0.0,,,,W,OPE,Y,48.0,70.0,7.0,321,1
0.0,0.0,N,,N,,0.0,,,,W,OPE,Y,48.0,70.0,7.0,321,1
0.0,0.0,N,,N,,0.0,,,,W,OPE,Y,48.0,70.0,1.0,321,1
0.0,0.0,N,,Y,,0.0,,Y,,W,OPE,Y,12.0,71.0,3.0,321,1
0.0,0.0,N,,Y,,0.0,,Y,,W,OPE,Y,12.0,71.0,5.0,321,1
0.0,0.0,N,,N,,0.0,,N,,W,OPE,N,,45.0,3.0,321,1
0.0,0.0,N,,N,,0.0,,Y,,W,OPE,N,52.0,53.0,4.0,321,1
0.0,0.0,N,,N,,0.0,Y,Y,,W,NOC,,,,1.0,321,1
0.0,0.0,,,N,,0.0,,,,W,OPE,Y,12.0,41.0,,321,1
0.0,0.0,N,,N,,1.0,N,N,,W,AWP,,,,3.0,321,1
0.0,0.0,N,,Y,,0.0,,Y,,W,OPE,Y,12.0,71.0,3.0,321,1
0.0,0.0,N,,N,,0.0,,,,W,OPE,N,12.0,54.0,,321,1
0.0,0.0,N,,N,,0.0,,,,W,OPE,,,42.0,,321,1
0.0,0.0,N,,N,,0.0,,,,W,OPE,,,42.0,,321,1
0.0,0.0,,,N,,0.0,,,,W,OPE,,,54.0,4.0,321,1
0.0,0.0,N,,N,,1.0,N,N,,W,AWP,,,,2.0,321,1
1.0,0.0,N,,N,,0.0,,Y,,W,OPE,,,,,321,1
0.0,0.0,N,,N,,0.0,,,,W,OPE,N,12.0,54.0,,321,1
0.0,0.0,N,,N,,0.0,,,,W,OPE,N,12.0,54.0,,321,1
0.0,0.0,N,,N,,0.0,,,,W,OPE,N,,42.0,13.0,321,1
0.0,0.0,,,N,,0.0,,,,W,OPE,,48.0,54.0,2.0,321,1
0.0,0.0,,,Y,,0.0,,Y,,W,OPE,Y,48.0,63.0,3.0,322,0
0.0,0.0,,,Y,,0.0,,Y,,W,OPE,Y,48.0,63.0,5.0,322,0
0.0,0.0,,,Y,,0.0,,Y,,W,OPE,Y,48.0,63.0,5.0,322,0
0.0,0.0,,,Y,,0.0,,Y,,W,OPE,Y,48.0,63.0,5.0,322,0
